"CodeNum","ProcCode","Descript","AbbrDesc","ProcTime","ProcCat","TreatArea","NoBillIns","IsProsth","DefaultNote","IsHygiene","GTypeNum","AlternateCode1","MedicalCode","IsTaxed","PaintType","GraphicColor","LaymanTerm","IsCanadianLab","PreExisting","BaseUnits","SubstitutionCode","SubstOnlyIf","DateTStamp","IsMultiVisit","DrugNDC","RevenueCodeDefault","ProvNumDefault","CanadaTimeUnits","IsRadiology","DefaultClaimNote","DefaultTPNote","BypassGlobalLock","TaxCode"
100,"tmp100","Re-cement or re-bond DESCRIPTION NOT INCLUDED IN TEST CONVERSION","RecmtCrwn","/XX/",81,2,0,0,"",0,0,"","",0,0,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
101,"tmp101","Prefab stain steel c DESCRIPTION NOT INCLUDED IN TEST CONVERSION","PrFbSSCPr","/XXX/",81,2,0,0,"",0,9,"","",0,8,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
102,"tmp102","Prefab stain steel c DESCRIPTION NOT INCLUDED IN TEST CONVERSION","PrFbSSCPe","/XXX/",81,2,0,0,"",0,9,"","",0,8,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
103,"tmp103","Prefabricated resin  DESCRIPTION NOT INCLUDED IN TEST CONVERSION","PrFbRsCrn","/X/",81,2,0,0,"",0,7,"","",0,8,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
104,"tmp104","Prefab stl crown w/r DESCRIPTION NOT INCLUDED IN TEST CONVERSION","PrFbSCRsW","/X/",81,2,0,0,"",0,9,"","",0,8,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
105,"tmp105","Protective Restorati DESCRIPTION NOT INCLUDED IN TEST CONVERSION","ProtRest","/X/",75,2,0,0,"",0,3,"","",0,6,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
106,"tmp106","Core buildup, includ DESCRIPTION NOT INCLUDED IN TEST CONVERSION","B-up","/XX/",75,2,0,0,"",0,5,"","",0,4,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
107,"tmp107","Pin retention-/tooth DESCRIPTION NOT INCLUDED IN TEST CONVERSION","PnRetTth+","/X/",81,2,0,0,"",0,0,"","",0,0,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
108,"tmp108","Post/core in add to  DESCRIPTION NOT INCLUDED IN TEST CONVERSION","FabPst/Cr","/XX/",75,2,0,0,"",0,5,"","",0,4,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
109,"tmp109","Each add'l fabr post DESCRIPTION NOT INCLUDED IN TEST CONVERSION","FabPstAdd","/X/",81,2,0,0,"",0,0,"","",0,0,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
110,"tmp110","Prefab post/core in  DESCRIPTION NOT INCLUDED IN TEST CONVERSION","Post/B-up","/XX/",75,2,0,0,"",0,5,"","",0,4,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
111,"tmp111","Post removal (not wi DESCRIPTION NOT INCLUDED IN TEST CONVERSION","PostRemov","/X/",81,2,0,0,"",0,0,"","",0,0,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
112,"tmp112","Each + prefab post-s DESCRIPTION NOT INCLUDED IN TEST CONVERSION","PrFbPtAdd","/X/",81,2,0,0,"",0,0,"","",0,0,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
113,"tmp113","Labial veneer(lamina DESCRIPTION NOT INCLUDED IN TEST CONVERSION","LabVnLmCs","/XXXXX/",79,2,0,0,"",0,23,"","",0,14,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
114,"tmp114","Labial veneer (resin DESCRIPTION NOT INCLUDED IN TEST CONVERSION","LabVnRsLm","/X/",81,2,0,0,"",0,23,"","",0,14,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
115,"tmp115","Labial veneer (porce DESCRIPTION NOT INCLUDED IN TEST CONVERSION","LbVnPorLm","/XXXX/",79,2,0,0,"",0,23,"","",0,14,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
116,"tmp116","Temporary crown (fra DESCRIPTION NOT INCLUDED IN TEST CONVERSION","TempCrwn","/X////",260,2,0,0,"",0,7,"","",0,8,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
117,"tmp117","Crown Repair, Materi DESCRIPTION NOT INCLUDED IN TEST CONVERSION","CrownRep","/X/",81,2,0,0,"",0,0,"","",0,0,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
118,"tmp118","Unspecif restorative DESCRIPTION NOT INCLUDED IN TEST CONVERSION","UnspResPr","/X/",75,2,0,0,"",0,0,"","",0,0,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
119,"tmp119","Pulp cap-direct, (ex DESCRIPTION NOT INCLUDED IN TEST CONVERSION","PlpCpDir","/X/",76,2,0,0,"",0,0,"","",0,0,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
120,"tmp120","Pulp cap-indirect, ( DESCRIPTION NOT INCLUDED IN TEST CONVERSION","PlpCpIndr","/X/",76,2,0,0,"",0,0,"","",0,0,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
121,"tmp121","Therapeutic pulpotom DESCRIPTION NOT INCLUDED IN TEST CONVERSION","TherPlpty","/XX/",76,2,0,0,"",0,4,"","",0,3,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
122,"tmp122","Pulpal debridemnt-pr DESCRIPTION NOT INCLUDED IN TEST CONVERSION","GrPulDbrd","/X/",76,2,0,0,"",0,4,"","",0,3,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
123,"tmp123","Pulpal therapy-anter DESCRIPTION NOT INCLUDED IN TEST CONVERSION","PulThA/Pr","/X/",76,2,0,0,"",0,4,"","",0,3,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
124,"tmp124","Pulpal therapy-poste DESCRIPTION NOT INCLUDED IN TEST CONVERSION","PulThP/Pr","/X/",76,2,0,0,"",0,4,"","",0,3,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
809,"tmp809","Incipient Caries DESCRIPTION NOT INCLUDED IN TEST CONVERSION","IncCaries","",250,3,1,0,"",0,0,"","",0,0,0,"",0,0,0,"",0,"2020-12-22 11:22:41",0,"","",0,0.0,0,"","",0,""
125,"tmp125","Endodontic therapy - DESCRIPTION NOT INCLUDED IN TEST CONVERSION","RCT-A","/XXXX/",76,2,0,0,"",0,4,"","",0,3,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
126,"tmp126","Endodontic therapy - DESCRIPTION NOT INCLUDED IN TEST CONVERSION","RCT-B","/XXXXX/",76,2,0,0,"",0,4,"","",0,3,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
127,"tmp127","Endodontic therapy - DESCRIPTION NOT INCLUDED IN TEST CONVERSION","RCT-M","/XXXXXXX/",76,2,0,0,"",0,4,"","",0,3,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
128,"tmp128","Treatmnt of root can DESCRIPTION NOT INCLUDED IN TEST CONVERSION","TxRtCnOb","/X/",76,2,0,0,"",0,4,"","",0,3,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
129,"tmp129","Incomplete endo ther DESCRIPTION NOT INCLUDED IN TEST CONVERSION","IncmpThrp","/XX/",76,2,0,0,"",0,4,"","",0,3,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
802,"tmp802","Recession DESCRIPTION NOT INCLUDED IN TEST CONVERSION","Recession","",250,3,1,0,"",0,0,"","",0,0,0,"",0,0,0,"",0,"2020-12-22 11:22:41",0,"","",0,0.0,0,"","",0,""
130,"tmp130","Internal Root Repair DESCRIPTION NOT INCLUDED IN TEST CONVERSION","InternRRepair","/X/",76,2,0,0,"",0,4,"","",0,3,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
131,"tmp131","Retreat, prev RCT -  DESCRIPTION NOT INCLUDED IN TEST CONVERSION","Retrt-Ant","/XXXXX/",76,2,0,0,"",0,4,"","",0,3,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
132,"tmp132","Retreat, prev RCT -  DESCRIPTION NOT INCLUDED IN TEST CONVERSION","Retrt-Bi","/XXXXXXX/",76,2,0,0,"",0,4,"","",0,3,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
133,"tmp133","Retreat, prev RCT -  DESCRIPTION NOT INCLUDED IN TEST CONVERSION","Retrt-Mol","/XXXXXXXX/",76,2,0,0,"",0,4,"","",0,3,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
134,"tmp134","Apexification/recalc DESCRIPTION NOT INCLUDED IN TEST CONVERSION","ApxRclIni","/X/",76,2,0,0,"",0,4,"","",0,3,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
827,"tmp827","Amalgam-3 surface, p DESCRIPTION NOT INCLUDED IN TEST CONVERSION","Amalg3Pri","",75,1,0,0,"",0,0,"","",0,6,0,"",0,0,0,"",0,"2020-12-22 11:22:41",0,"","",0,0.0,0,"","",0,""
135,"tmp135","Apexification/recalc DESCRIPTION NOT INCLUDED IN TEST CONVERSION","ApxRclInt","/X/",76,2,0,0,"",0,4,"","",0,3,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
136,"tmp136","Apexification/recalc DESCRIPTION NOT INCLUDED IN TEST CONVERSION","ApxRclFin","/X/",76,2,0,0,"",0,4,"","",0,3,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
812,"tmp812","Fractured restoratio DESCRIPTION NOT INCLUDED IN TEST CONVERSION","FracRest","",250,3,1,0,"",0,0,"","",0,0,0,"",0,0,0,"",0,"2020-12-22 11:22:41",0,"","",0,0.0,0,"","",0,""
137,"tmp137","Apicoectomy/Periradi DESCRIPTION NOT INCLUDED IN TEST CONVERSION","ApctPrSrA","/XXXXXX/",76,2,0,0,"",0,0,"","",0,0,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
138,"tmp138","Apicoect/Perirad-bic DESCRIPTION NOT INCLUDED IN TEST CONVERSION","ApctPrBi1","/X/",76,2,0,0,"",0,0,"","",0,0,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
139,"tmp139","Apicoect/Perirad-mol DESCRIPTION NOT INCLUDED IN TEST CONVERSION","ApctPrMo1","/X/",76,2,0,0,"",0,0,"","",0,0,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
140,"tmp140","Apicoect/Perirad (ea DESCRIPTION NOT INCLUDED IN TEST CONVERSION","ApctPr+th","/X/",76,2,0,0,"",0,0,"","",0,0,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
141,"tmp141","Retrograde filling-p DESCRIPTION NOT INCLUDED IN TEST CONVERSION","RetroFill","/XX/",76,2,0,0,"",0,0,"","",0,0,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
142,"tmp142","Root amputation-per  DESCRIPTION NOT INCLUDED IN TEST CONVERSION","RtAmpPrRt","/XX/",76,2,0,0,"",0,0,"","",0,0,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
143,"tmp143","Endodontic endosseou DESCRIPTION NOT INCLUDED IN TEST CONVERSION","EndoEdsIm","/X/",76,2,0,0,"",0,0,"","",0,0,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
144,"tmp144","Intentional replant, DESCRIPTION NOT INCLUDED IN TEST CONVERSION","IntRplISp","/X/",76,2,0,0,"",0,0,"","",0,0,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
145,"tmp145","Surg isolation of th DESCRIPTION NOT INCLUDED IN TEST CONVERSION","SrIslw/RD","/X/",76,2,0,0,"",0,0,"","",0,0,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
146,"tmp146","Hemisection, no root DESCRIPTION NOT INCLUDED IN TEST CONVERSION","HemiNRtCn","/XX/",76,2,0,0,"",0,0,"","",0,0,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
147,"tmp147","Canal prep/fit of do DESCRIPTION NOT INCLUDED IN TEST CONVERSION","CnPrpDwPs","/X/",76,2,0,0,"",0,0,"","",0,0,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
148,"tmp148","Unspecified endo pro DESCRIPTION NOT INCLUDED IN TEST CONVERSION","UnspEdoPr","/X/",76,2,0,0,"",0,0,"","",0,0,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
149,"tmp149","Gingivectomy-4+ per  DESCRIPTION NOT INCLUDED IN TEST CONVERSION","GingctQdr","/X/",77,4,0,0,"",0,0,"","",0,0,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
826,"tmp826","Amalgam-2 surface, p DESCRIPTION NOT INCLUDED IN TEST CONVERSION","Amalg2Pri","",75,1,0,0,"",0,0,"","",0,6,0,"",0,0,0,"",0,"2020-12-22 11:22:41",0,"","",0,0.0,0,"","",0,""
150,"tmp150","Gingivectomy-1-3 per DESCRIPTION NOT INCLUDED IN TEST CONVERSION","GingctTh","/X/",77,2,0,0,"",0,0,"","",0,0,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
151,"tmp151","Ging flap,root pln,  DESCRIPTION NOT INCLUDED IN TEST CONVERSION","GnFlInRtP","/X/",77,3,0,0,"",0,0,"","",0,0,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
825,"tmp825","Mandibular kinesiogr DESCRIPTION NOT INCLUDED IN TEST CONVERSION","MndKinRec","",250,3,1,0,"",0,0,"","",0,0,0,"",0,0,0,"",0,"2020-12-22 11:22:41",0,"","",0,0.0,0,"","",0,""
152,"tmp152","Ging flap rt pln 1-3 DESCRIPTION NOT INCLUDED IN TEST CONVERSION","GnFlPl1-3","/X/",77,3,0,0,"",0,0,"","",0,0,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
801,"tmp801","Hypersensitivity DESCRIPTION NOT INCLUDED IN TEST CONVERSION","Hypersens","",250,3,1,0,"",0,0,"","",0,0,0,"",0,0,0,"",0,"2020-12-22 11:22:41",0,"","",0,0.0,0,"","",0,""
153,"tmp153","Apically positioned  DESCRIPTION NOT INCLUDED IN TEST CONVERSION","ApicPosFl","/X/",77,3,0,0,"",0,0,"","",0,0,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
154,"tmp154","Clinic crown lengthe DESCRIPTION NOT INCLUDED IN TEST CONVERSION","CrnLngH&S","/XXXXXX/",77,2,0,0,"",0,0,"","",0,0,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
155,"tmp155","Mucogingival surgery DESCRIPTION NOT INCLUDED IN TEST CONVERSION","MucGinSrQ","/X/",77,3,0,0,"",0,0,"","",0,0,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
156,"tmp156","Osseous surgery- 4+  DESCRIPTION NOT INCLUDED IN TEST CONVERSION","OssSurQ","/X/",77,3,0,0,"",0,0,"","",0,0,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
157,"tmp157","Osseous surgery- 1-3 DESCRIPTION NOT INCLUDED IN TEST CONVERSION","OssSur1-3","/X/",77,3,0,0,"",0,0,"","",0,0,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
800,"tmp800","Watch Tooth DESCRIPTION NOT INCLUDED IN TEST CONVERSION","WatchTh","",250,3,1,0,"",0,0,"","",0,0,0,"",0,0,0,"",0,"2020-12-22 11:22:41",0,"","",0,0.0,0,"","",0,""
158,"tmp158","Bone replace graft-1 DESCRIPTION NOT INCLUDED IN TEST CONVERSION","BnRpGr1st","/X/",77,3,0,0,"",0,0,"","",0,0,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
824,"tmp824","Orthopedic splint (o DESCRIPTION NOT INCLUDED IN TEST CONVERSION","OrthSplnt","",250,3,1,0,"",0,0,"","",0,0,0,"",0,0,0,"",0,"2020-12-22 11:22:41",0,"","",0,0.0,0,"","",0,""
159,"tmp159","Bone replace graft-e DESCRIPTION NOT INCLUDED IN TEST CONVERSION","BnRpGrEa+","/X/",77,3,0,0,"",0,0,"","",0,0,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
160,"tmp160","Bio mat, sft&osseous DESCRIPTION NOT INCLUDED IN TEST CONVERSION","SfTssRgPr","/X/",77,3,0,0,"",0,0,"","",0,0,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
161,"tmp161","Guided tiss regen-re DESCRIPTION NOT INCLUDED IN TEST CONVERSION","TissRgPer","/X/",77,3,0,0,"",0,0,"","",0,0,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
162,"tmp162","Guided tiss regen-no DESCRIPTION NOT INCLUDED IN TEST CONVERSION","TissRgNr","/X/",77,3,0,0,"",0,0,"","",0,0,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
163,"tmp163","Surg revision proc,  DESCRIPTION NOT INCLUDED IN TEST CONVERSION","SurgRevTh","/X/",77,3,0,0,"",0,0,"","",0,0,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
164,"tmp164","Pedicle soft tissue  DESCRIPTION NOT INCLUDED IN TEST CONVERSION","PedsfTsGr","/X/",77,3,0,0,"",0,0,"","",0,0,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
165,"tmp165","Free soft tissue gra DESCRIPTION NOT INCLUDED IN TEST CONVERSION","FrSfTsGr","/X/",260,3,0,0,"",0,0,"","",0,0,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
166,"tmp166","Autgen con tiss graf DESCRIPTION NOT INCLUDED IN TEST CONVERSION","AutGnGrf1","/X/",77,3,0,0,"",0,0,"","",0,0,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
811,"tmp811","Restoration,poor mar DESCRIPTION NOT INCLUDED IN TEST CONVERSION","ResPmargI","",250,3,1,0,"",0,0,"","",0,0,0,"",0,0,0,"",0,"2020-12-22 11:22:41",0,"","",0,0.0,0,"","",0,""
167,"tmp167","Mesial/distal wedge  DESCRIPTION NOT INCLUDED IN TEST CONVERSION","MesDistWg","/X/",77,3,0,0,"",0,0,"","",0,0,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
808,"tmp808","Caries/decay DESCRIPTION NOT INCLUDED IN TEST CONVERSION","Caries","",250,3,1,0,"",0,0,"","",0,0,0,"",0,0,0,"",0,"2020-12-22 11:22:41",0,"","",0,0.0,0,"","",0,""
168,"tmp168","NonAutgen con tis gr DESCRIPTION NOT INCLUDED IN TEST CONVERSION","SftTsGrft","/X/",77,3,0,0,"",0,0,"","",0,0,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
799,"tmp799","Plaque DESCRIPTION NOT INCLUDED IN TEST CONVERSION","Plaque","",250,3,1,0,"",0,0,"","",0,0,0,"",0,0,0,"",0,"2020-12-22 11:22:41",0,"","",0,0.0,0,"","",0,""
169,"tmp169","Combined graft, per  DESCRIPTION NOT INCLUDED IN TEST CONVERSION","CmPdsfTGr","/X/",77,3,0,0,"",0,0,"","",0,0,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
170,"tmp170","Provisional splintin DESCRIPTION NOT INCLUDED IN TEST CONVERSION","ProvSplIn","/X/",77,3,0,0,"",0,0,"","",0,0,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
171,"tmp171","Provisional splintin DESCRIPTION NOT INCLUDED IN TEST CONVERSION","ProvSplEx","/X/",77,3,0,0,"",0,0,"","",0,0,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
172,"tmp172","Perio scale/root pln DESCRIPTION NOT INCLUDED IN TEST CONVERSION","SRP's 4+","/XXXXXX/",77,4,0,0,"",1,0,"","",0,0,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
173,"tmp173","Perio scale/root pln DESCRIPTION NOT INCLUDED IN TEST CONVERSION","SRP's1-3","/X/",77,2,0,0,"",1,0,"","",0,0,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
174,"tmp174","Full mouth debridemn DESCRIPTION NOT INCLUDED IN TEST CONVERSION","Debrd","/XXX/",77,3,0,0,"",1,0,"","",0,0,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
175,"tmp175","Local deliv antimicr DESCRIPTION NOT INCLUDED IN TEST CONVERSION","Chemo","/X/",77,2,0,0,"",0,0,"","",0,0,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
807,"tmp807","Deep dentinal/cement DESCRIPTION NOT INCLUDED IN TEST CONVERSION","DeepCarie","",250,3,1,0,"",0,0,"","",0,0,0,"",0,0,0,"",0,"2020-12-22 11:22:41",0,"","",0,0.0,0,"","",0,""
176,"tmp176","Periodontal maintena DESCRIPTION NOT INCLUDED IN TEST CONVERSION","PerMaint","/X/",77,3,0,0,"",1,0,"","",0,0,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
177,"tmp177","Unscheduled dressing DESCRIPTION NOT INCLUDED IN TEST CONVERSION","UnscDrChg","/X/",77,3,0,0,"",0,0,"","",0,0,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
823,"tmp823","Dup Of Xrays DESCRIPTION NOT INCLUDED IN TEST CONVERSION","","",74,3,0,0,"",0,0,"","",0,0,0,"",0,0,0,"",0,"2020-12-22 11:22:41",0,"","",0,0.0,0,"","",0,""
178,"tmp178","Unspecified perio pr DESCRIPTION NOT INCLUDED IN TEST CONVERSION","UnspcPerP","/X/",77,3,0,0,"",0,0,"","",0,0,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
179,"tmp179","Complete denture - m DESCRIPTION NOT INCLUDED IN TEST CONVERSION","ComUpDen","/XXX/",78,6,0,1,"",0,25,"","",0,12,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
180,"tmp180","Complete denture - m DESCRIPTION NOT INCLUDED IN TEST CONVERSION","ComLowDen","/XXX/",78,6,0,1,"",0,25,"","",0,12,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
181,"tmp181","Immediate denture -  DESCRIPTION NOT INCLUDED IN TEST CONVERSION","ImmUpDen","/XXX/",78,6,0,1,"",0,25,"","",0,12,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
182,"tmp182","Immediate denture -  DESCRIPTION NOT INCLUDED IN TEST CONVERSION","ImmLowDen","/XXX/",78,6,0,1,"",0,25,"","",0,12,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
183,"tmp183","Maxillary partial -  DESCRIPTION NOT INCLUDED IN TEST CONVERSION","UpParRsBs","/XX/",78,7,0,1,"",0,25,"","",0,12,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
184,"tmp184","Mandibular partial - DESCRIPTION NOT INCLUDED IN TEST CONVERSION","LwParRsBs","/XX/",78,7,0,1,"",0,25,"","",0,12,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
831,"tmp831","Compos resin crwn- DESCRIPTION NOT INCLUDED IN TEST CONVERSION","CompCrn","",75,3,0,0,"",0,0,"","",0,0,0,"",0,0,0,"",0,"2020-12-22 11:22:41",0,"","",0,0.0,0,"","",0,""
185,"tmp185","Maxil partl-cast met DESCRIPTION NOT INCLUDED IN TEST CONVERSION","UpParMtBs","/XXXX/",78,7,0,1,"",0,25,"","",0,12,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
830,"tmp830","Anterior W/inc.edge DESCRIPTION NOT INCLUDED IN TEST CONVERSION","ant w/inc","",75,3,0,0,"",0,0,"","",0,0,0,"",0,0,0,"",0,"2020-12-22 11:22:41",0,"","",0,0.0,0,"","",0,""
186,"tmp186","Mand partl-cast meta DESCRIPTION NOT INCLUDED IN TEST CONVERSION","LwParMtBs","/XXXX/",78,7,0,1,"",0,25,"","",0,12,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
829,"tmp829","Silicate cement-per  DESCRIPTION NOT INCLUDED IN TEST CONVERSION","Silicate","",75,3,0,0,"",0,0,"","",0,0,0,"",0,0,0,"",0,"2020-12-22 11:22:41",0,"","",0,0.0,0,"","",0,""
187,"tmp187","Removable unilat par DESCRIPTION NOT INCLUDED IN TEST CONVERSION","RmvUniPDn","/X/",78,7,0,1,"",0,25,"","",0,12,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
188,"tmp188","Adjust complete dent DESCRIPTION NOT INCLUDED IN TEST CONVERSION","AdjCmDnUp","/X/",78,3,0,0,"",0,0,"","",0,0,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
189,"tmp189","Adjust complete dent DESCRIPTION NOT INCLUDED IN TEST CONVERSION","AdjCmDnLw","/X/",78,3,0,0,"",0,0,"","",0,0,0,"",0,1,0,"",0,"2020-12-22 11:22:41",0,"","",0,1.0,0,"","",0,""
